ID,HP_Power_kW,Heated_Floor_Area,Building_Year,Cluster_Building_Age,Cluster_HP_Size,Cluster_Building_Area,Cluster_HP_Type
h0HQ6eg8VW2IK47tkOo9B,3.0,115.0,,unknown,small,small,unknown
fqEr8ZMAuUkTozPPV_Qqn,7.3,,2000.0,young,medium,unknown,ground source
lMwvY2icxkshet6HWaEVg,2.3,,,unknown,small,unknown,unknown
PZbK4efPBN2OrC0tdpmy2,2.3,143.75,1997.0,young,small,small,ground source
vMW5DZXtSHUe45woJWJoV,3.0,,2000.0,young,small,unknown,air source
ZGi8UWMqSy_iJ8lZ7vKJ_,3.0,,2000.0,young,small,unknown,air source
bc7i8nTbM1_9MHagmYXdY,2.7,,,unknown,small,unknown,unknown
fv9IxhHioiYKHCTSEjv8_,2.3,,1959.0,medium,small,unknown,air source
12xtvkQLCk6NOIqyucGzb,6.1,264.5,1997.0,young,medium,medium,air source
JrgqCh9ztYsJ_brO6TM8j,,126.5,1985.0,young,unknown,small,air source
8SsB6crSrEEl,,,,unknown,unknown,unknown,unknown
pxCNEPB1v9El,,,,unknown,unknown,unknown,unknown
7pJsiAsuMMAPX5FjHhU1n,4.8,149.5,1961.0,medium,medium,small,air source
oEp5xeVyRxYU_CTPeT4Jq,7.4,195.5,,unknown,medium,medium,unknown
yyeGshVUdyomwXT_0_WUW,3.5,156.4,1999.0,young,small,small,air source
lxJ3L1UfNu2gRcxS4yteh,1.58,274.85,2006.0,young,small,big,ground source
pmm6QCLL9lUjfkOsNPyC8,3.0,207.0,1998.0,young,small,medium,air source
6yZAWKcywdIMuA4_IqBBr,1.6,128.8,1960.0,medium,small,small,ground source
kWY0N7fq39UHq6_q3YjDp,4.2,,1999.0,young,small,unknown,ground source
9rRiDAyQPHU9PlHyJ_WSQ,3.8,149.5,2008.0,young,small,small,air source
52BW54S_vsYDUH61dglQ5,1.7,243.8,2008.0,young,small,medium,air source
K8XLrv6qdPIARlSLSTt,5.0,195.5,1981.0,young,medium,medium,air source
Wfxt_eG763IVq_Z77UbJC,3.0,230.0,1996.0,young,small,medium,ground source
rkDGyy8ll3Ai3uxynb28h,1.9,241.5,1999.0,young,small,medium,ground source
twTKJQVZDTMZdD11fnJwk,3.6,170.2,1876.0,old,small,small,air source
MAHWTk3kP0YJlNUiZNRVz,,,1997.0,young,unknown,unknown,air source
gIfrG03daeA4yriujnLzC,4.0,242.65,2003.0,young,small,medium,unknown
f16MpI_TAJsHM6bhs1_sd,12.2,264.5,2006.0,young,big,medium,ground source
nEOBbWoFPj6tJoS0AuCOw,2.0,117.3,2007.0,young,small,small,air source
vl0HC3lotcUtme89UBZ6K,2.0,117.3,2007.0,young,small,small,air source
I_lZYarsJuwXptPeZf69x,2.0,117.3,2007.0,young,small,small,air source
SQXvg0wsGwU8QtwpsJF2H,5.0,241.5,2001.0,young,medium,medium,air source
X2MZeXcvMKYUsbAnvIeO6,1.3,203.55,2007.0,young,small,medium,air source
Kr2DryfiEuoDU4rGqVjns,,195.5,2008.0,young,unknown,medium,air source
G4zP8hiIKJwDnhTXIyKoo,,195.5,2008.0,young,unknown,medium,air source
ZaTIZ0bIqhMl,,,,unknown,unknown,unknown,unknown
BzUaYf5BNNQ1i7QO_sZBH,,302.45,2010.0,young,unknown,big,unknown
5C_LEIMcQncRUOnlezcgw,1.7,253.0,1888.0,medium,small,medium,ground source
A0aBOVafK0gmzUpsBJy6a,,195.5,1931.0,medium,unknown,medium,air source
M78x6MnH8eEb9RkQ3uQ2h,6.0,368.0,2004.0,young,medium,big,unknown
lO7J88KpR5ksZRc6Qjps7,5.0,,,unknown,medium,unknown,unknown
Hu0qmt7qwoYz3NCeA17j4,5.0,,,unknown,medium,unknown,unknown
8SL15wTcaX6Ovg_3Ngcdg,3.0,240.35,2005.0,young,small,medium,unknown
K3oZPzRhNRYl,,,,unknown,unknown,unknown,unknown
kiZpLKJsUT2nIb09eZE0l,3.0,267.95,2007.0,young,small,medium,unknown
sd6hHomDdmc9BEiU5jlfz,,158.7,1955.0,medium,unknown,small,air source
OV0OZSEpOUUQN6OzXS3ua,4.1,345.0,1998.0,young,small,big,air source
E5RSfTqXn1Qgzcgo2uM,5.0,241.5,1929.0,medium,medium,medium,air source
XCTAHnRK9Bk9NQR31SV4r,,120.75,1930.0,medium,unknown,small,air source
dfksSbmbKscl,,,,unknown,unknown,unknown,unknown
baTF_VC8hEcE1Ski_ScMY,,227.7,2003.0,young,unknown,medium,air source
jvG8uP_kTrc0o4Fzmpr2q,3.88,197.8,1872.0,old,small,medium,air source
5HoTZn2CZnoldWDnovute,2.0,202.4,2004.0,young,small,medium,ground source
bB_honQjugQL8OvfRKyGY,,142.6,1774.0,old,unknown,small,air source
dkYg1JIUIcUl,,,,unknown,unknown,unknown,unknown
LnTJBHdXllcl,,,,unknown,unknown,unknown,unknown
2ExFLPmiUUkl,,,,unknown,unknown,unknown,unknown
nR_l2v1xWFYl,,,,unknown,unknown,unknown,unknown
AJDPjOjNGEoDnsITeBwxj,4.8,165.6,2010.0,young,medium,small,air source
ApahgADW6VYl,,,,unknown,unknown,unknown,unknown
_SA7qy_X5roDUXXpX_gH8,,276.0,1990.0,young,unknown,big,air source
M1_J4tQ4HGE3mnlk5zV24,2.7,218.5,1998.0,young,small,medium,air source
gymVuKbh486l,,,,unknown,unknown,unknown,unknown
5Y7623WMdxUl,,,,unknown,unknown,unknown,unknown
juVDdD7yWQYl,,,,unknown,unknown,unknown,unknown
hV2M8SEtbdIl,,,,unknown,unknown,unknown,unknown
YKAz6OGud_IxutctBkQrR,,287.5,1999.0,young,unknown,big,ground source
9b5AI2frwbQl,,,,unknown,unknown,unknown,unknown
DDwyCFvEbQMW5nXlGg_87,,207.0,1936.0,medium,unknown,medium,air source
a9Xr0PIvkxQ5TQOVNzPDl,,212.75,1999.0,young,unknown,medium,air source
x5YS_q2LsD6l,,,,unknown,unknown,unknown,unknown
Fcp2jMUYjvIshwVMFrwGz,6.0,,1999.0,young,medium,unknown,air source
vdoJqT1NjHE8vcGsNSfME,3.0,368.0,2004.0,young,small,big,ground source
f74i4Mc8cBcbpAiEh0iPo,2.2,190.9,1982.0,young,small,medium,air source
M__L4gPZhEYzmGm9UxAaf,5.1,205.0,2002.0,young,medium,medium,air source
09WRxJL9k7ol,,,,unknown,unknown,unknown,unknown
GzDFAHBvKAoA5UJ_xSGNM,,209.3,2004.0,young,unknown,medium,air source
TTVA7Bon1CUEFedc0RhFl,9.7,,1983.0,young,big,unknown,air source
oaQkRwGpBGgm5tgHp4Et4,5.9,195.5,1984.0,young,medium,medium,ground source
q3lPPP_A0tYygSGa5jcYi,1.3,,2003.0,young,small,unknown,ground source
sw5tGZzWNmgJ0I9Ea3q4_,1.3,,2003.0,young,small,unknown,ground source
a_khTSw3UXAoVFXtYUH7d,1.3,,2003.0,young,small,unknown,ground source
5FxVN6_TQAw5gl8X5Z6P5,1.3,,2003.0,young,small,unknown,ground source
KXnqBEHgNGYctTE5uhYff,2.68,247.25,2007.0,young,small,medium,ground source
7EEa9h_d8JsyshwAqItZT,,254.15,2008.0,young,unknown,medium,ground source
ZSMq4vSc50UBAVEqxN2zM,4.0,138.0,2000.0,young,small,small,air source
UffIMEcu_ZU4_T81uofZe,3.0,172.5,2003.0,young,small,small,ground source
hcKxx7T0oKkW9t_o8VjC7,1.8,149.5,1976.0,young,small,small,ground source
hxrS2yDcpMUYINNcrNjSp,5.0,379.5,2008.0,young,medium,big,ground source
i_nvTavXaF66xyOHzl3fi,,172.5,1997.0,young,unknown,small,air source
J26_0PRo7ectG2zGNPmxd,3.3,149.5,2002.0,young,small,small,ground source
mbXx6p7X2eIiDa_i5VCnd,,149.5,1998.0,young,unknown,small,air source
XzsW5BgavJMl,,,,unknown,unknown,unknown,unknown
foeiP7UeoCgl,,,,unknown,unknown,unknown,unknown
OiuO7B62EHIl,,,,unknown,unknown,unknown,unknown
_vlvz9B8ADQl,,,,unknown,unknown,unknown,unknown
UJmKNEl_4PYl,,,,unknown,unknown,unknown,unknown
olj8BUSPXcMl,,,,unknown,unknown,unknown,unknown
uT91359RIzYl,,,,unknown,unknown,unknown,unknown
DVi1CqiAMNYl,,,,unknown,unknown,unknown,unknown
PZS7s1A3CDIl,,,,unknown,unknown,unknown,unknown
x3xzPzXxquk8Ii9iwmb,3.25,264.5,1994.0,young,small,medium,ground source
_DuqI9CxPqAl,,,,unknown,unknown,unknown,unknown
tJRCdzsn9lsl,,,,unknown,unknown,unknown,unknown
3iaSDVBp2gU75TxA7E6vq,4.6,149.5,1997.0,young,medium,small,air source
nt1tSR50BnA8DMq621upX,3.26,143.75,1919.0,medium,small,small,air source
2xoiYC39nH6l,,,,unknown,unknown,unknown,unknown
wStBEwUBulQl,,,,unknown,unknown,unknown,unknown
AADLBSmwdpol,,,,unknown,unknown,unknown,unknown
rumQENjwqoUzcjUiOKc3n,,149.5,1928.0,medium,unknown,small,air source
FhvdJyt_w8AvU0ewB1XjX,,269.1,2011.0,young,unknown,big,unknown
7mByvUldJHArPjfxmmvjl,3.6,230.0,2007.0,young,small,medium,unknown
REnEUdFOMYMl,,,,unknown,unknown,unknown,unknown
8iS2OEQiZXk9A7N2hE4Jc,3.26,143.75,1920.0,medium,small,small,air source
wQJvVHax03gNEywlBRUyB,3.26,143.75,1919.0,medium,small,small,air source
Bcxs4Do_8PIlzRZNbzRXP,3.26,143.75,1919.0,medium,small,small,air source
d4nO_Qt8ofQAvu7lDnOvX,3.26,143.75,1919.0,medium,small,small,air source
5ZK8nc4JR5E1KqG1Yyezv,,218.5,,unknown,unknown,medium,unknown
yCWqLA9W0cUngkCxh22w8,6.6,156.4,,unknown,medium,small,air source
9l95u7n0ckE4HexxE85Ay,2.4,207.0,1820.0,old,small,medium,air source
agJSpSPO3Go7reu8H2v5N,1.8,323.15,2008.0,young,small,big,ground source
W7Mf15r1I7s4JlNGauper,2.3,184.0,1999.0,young,small,small,air source
Vw0pHQUQSz6NV8ud5_DSZ,3.3,184.0,2001.0,young,small,small,air source
8KbPGCIL5IwPAh5VRI_xr,13.0,181.7,1959.0,medium,big,small,air source
trx3WAO3HT2JGoO_HL01p,3.0,127.65,1947.0,medium,small,small,ground source
VuSHsIADEMo7eRFKDJ04p,3.7,138.0,1842.0,old,small,small,ground source
CB4ibAdf5pgBhyDaWOF,5.0,217.35,1996.0,young,medium,medium,air source
vHhzGQ5f2PcOnMf2htSTs,,184.0,1732.0,old,unknown,small,air source
17Db1FCHXtgxHfSI5UiuM,3.0,253.0,1998.0,young,small,medium,ground source
Kw6wsSjRBcoexCQB_ekJn,2.52,,1964.0,medium,small,unknown,air source
448R9ihdEMIDeMdUfKF0s,3.0,232.3,2009.0,young,small,medium,unknown
eTZxO5ItdSMF38uRhOa,4.6,224.25,1860.0,old,medium,medium,air source
fSq2weGkcI_ZHj3Qrz4gf,3.0,138.0,2000.0,young,small,small,ground source
SmyuZFhw1j62j9rZ5e5n0,3.8,226.55,2007.0,young,small,medium,air source
al31WkjEO9U5u8OQqI1h3,2.6,151.8,2005.0,young,small,small,air source
TFf8GgwuqJsTT11Mbp1ha,8.0,253.0,1982.0,young,medium,medium,ground source
0wpLilUxKZ2CH9zpikJaP,3.2,204.7,1823.0,old,small,medium,air source
0_CA_s_UNagHYgXtHcQj_,,166.75,2007.0,young,unknown,small,air source
0eq9trggezQhL6u5EcXZ_,,138.0,1848.0,old,unknown,small,ground source
Ui9Rc7UMQgQ4dq9ScNTil,6.0,143.75,1919.0,medium,medium,small,air source
4HPrDgb4kg2p_kuFZ74vK,,227.7,2000.0,young,unknown,medium,ground source
U290Kkqt1LI7Ay9XwEdqX,,,1981.0,young,unknown,unknown,ground source
Un7TBNUCtykkZHh22we3c,,172.5,1977.0,young,unknown,small,ground source
T2FCVEuEeHkjCwUldlFxv,,256.45,2004.0,young,unknown,medium,ground source
5KitPL_VJt6r9zYtaaU_y,6.8,,2000.0,young,medium,unknown,air source
uICWnvaWLsISNdGeo2Vtm,4.0,172.5,2006.0,young,small,small,unknown
ZbnjhQI6onUbCWjK5V_Jp,,147.2,,unknown,unknown,small,unknown
9OyZDSADt4wYRDSk0sO5x,,155.25,2007.0,young,unknown,small,unknown
w9aaBA9zHNA_TAv2pbWO_,8.0,166.75,2007.0,young,medium,small,air source
mhGU_TAYqj6k8cDUk0xES,3.0,139.15,1976.0,young,small,small,ground source
vefqyV06_m68x6wlL1k6Y,4.0,269.1,,unknown,small,big,unknown
4ogKd_0_w0oCr5QXozlun,3.9,,2007.0,young,small,unknown,ground source
XrMFmiWjlmAq9h7xMrnxU,5.7,184.0,1983.0,young,medium,small,air source
gDFoKA0hRCUvIamtKjQD9,2.0,227.7,2003.0,young,small,medium,ground source
Ht_1GXOx41gh4errsaO_Q,2.36,,2002.0,young,small,unknown,air source
X6QFyw6QBPkojp9L_Eoju,,215.05,2005.0,young,unknown,medium,ground source
CGf8CFDa5Zw4zZvG7ZzPT,4.0,218.5,2002.0,young,small,medium,unknown
_67WPhIopaUv1_q22Izp1,3.3,212.75,2005.0,young,small,medium,ground source
vuX8fU4FRGkEimvYOgu2M,,281.75,2003.0,young,unknown,big,air source
SNSTFIIX9xgAWh8CkT0iN,6.5,211.6,2004.0,young,medium,medium,air source
_VySGJxmw0ACWu8KQRV,6.0,201.25,1995.0,young,medium,medium,air source
Lpf09Yyk42UTF65q_FnTj,11.1,345.0,2010.0,young,big,big,unknown
hYDDLRzwdzABcTeVkho7_,3.8,282.9,2000.0,young,small,big,air source
CJCOhidiEschj8vrxr1,6.0,74.75,1989.0,young,medium,small,air source
I4_xRUkXqUYhz6a6C8OG7,,299.0,2008.0,young,unknown,big,air source
72QBN9weSA_lgc7xJAlPp,,295.55,2008.0,young,unknown,big,air source
iy5hfE3mKigiAN9TqRF5e,3.8,234.6,1972.0,medium,small,medium,air source
qHxAgxwWI4A9qJl0IXDac,3.1,253.0,1998.0,young,small,medium,air source
7__t2fxnXssf6BEODcDBQ,2.7,253.0,2001.0,young,small,medium,ground source
Pwi_MDxDh2gVIPfk3C0tq,4.8,322.0,1999.0,young,medium,big,air source
8Lui9SbRmys_FlDoS5myD,,207.0,2010.0,young,unknown,medium,air source
qWB83urnGm65AT_38PhO_,2.3,159.85,1999.0,young,small,small,air source
uN6q4_seuyQoFdhZhvAfO,4.5,138.0,1974.0,medium,medium,small,air source
bhwFPKhoOngRQCstTKmsu,2.54,184.0,1989.0,young,small,small,ground source
7O0BxdohRTELPJTjroxqZ,2.0,,1999.0,young,small,unknown,ground source
I6L5tHmQYGIE7dFo6a9Sk,4.0,,2000.0,young,small,unknown,air source
ZjzckSbZJ8EzrhEYyZxnI,3.0,238.05,2011.0,young,small,medium,unknown
FGbXCvFR_zUr6PVnSeAEO,6.0,219.65,2015.0,young,medium,medium,unknown
g8yZLRiuKzkRJpoebRPgR,2.9,218.5,2009.0,young,small,medium,air source
tcsdHEDHnFsqoxuYnur8r,1.9,279.45,2009.0,young,small,big,ground source
KUWOCJinuRUjMR5eMRlmE,1.9,264.5,2009.0,young,small,medium,ground source
TmYGXhvpiFMNjvsk78r0a,2.0,212.75,2011.0,young,small,medium,unknown
IM0BemYyv8QgpOhN3tKn0,3.4,143.75,1958.0,medium,small,small,air source
368PJ4DYLiYwfyV5iXBW3,,127.65,2003.0,young,unknown,small,air source
RfHygwsGmOgtU098drQ_N,,115.0,1956.0,medium,unknown,small,air source
YRMlpDoDu6s9O6VreBDHA,11.0,172.5,1986.0,young,big,small,air source
D_06ecKydgok0halGqh1B,3.8,205.85,2010.0,young,small,medium,air source
h_E3PG2U5__LCtjnIo6c8,4.0,270.25,2005.0,young,small,big,ground source
MvjXRlysU5AJMKlePse_e,3.0,164.45,2005.0,young,small,small,ground source
iTRgSkuljU_xsnGUvTsy5,4.8,155.25,1974.0,medium,medium,small,ground source
vyeKeifMUlAqt98A_08My,4.0,218.5,2000.0,young,small,medium,air source
koinTnwurmkUONakHaT3O,3.0,187.45,2000.0,young,small,small,ground source
w5bcSyl4IhQ_xVmSbFxu1,3.0,232.3,2002.0,young,small,medium,ground source
k6bs1AcU5MsEnH45Pjzvr,5.6,192.05,2005.0,young,medium,medium,air source
nStU9TJmZNMGc8pdH954L,2.8,230.0,1999.0,young,small,medium,air source
dQ3m3oP8djok_EGKVHndt,,147.2,1977.0,young,unknown,small,ground source
gMZvPVc214YW4R7mCBeED,1.9,264.5,2009.0,young,small,medium,ground source
VW1WSlN2buMUPkXnG_Xlz,1.9,264.5,2009.0,young,small,medium,ground source
uvuJa94fXf2sD1imGlqer,1.9,264.5,2009.0,young,small,medium,ground source
jCoMiXqEN76o_2_18PDLL,,184.0,2002.0,young,unknown,small,unknown
xz_TaR33WVIQwCcCdEMwZ,,139.15,2008.0,young,unknown,small,unknown
3UBzMSfPoPQM5ySB_VRbc,,155.25,2005.0,young,unknown,small,unknown
uPN_hwo_tN68oiM5IBHqv,,155.25,2006.0,young,unknown,small,unknown
GZ_AfQ4uQwQsJRfNUh70Y,,155.25,2006.0,young,unknown,small,unknown
wJajSZJErDADKtfz0iigh,2.3,241.5,1999.0,young,small,medium,air source
iuN4g8RV26AjYMbBee3cg,9.0,186.3,2010.0,young,medium,small,unknown
70c10EWI5_ALQVyK4HLEN,,144.9,2006.0,young,unknown,small,air source
SIzmymjb68kpq7Rk_Ndyd,,144.9,2006.0,young,unknown,small,air source
L7jztQWZuvoPxbqdq9AU5,1.2,148.35,2004.0,young,small,small,air source
EbdetZHGY5QpST9LIH_dd,,244.95,1923.0,medium,unknown,medium,ground source
dr9l31BB2GMIbByheLKAa,2.0,278.3,2008.0,young,small,big,air source
onyVWgZ74_2EyTP1Iu7vC,2.2,,2009.0,young,small,unknown,ground source
h4UYubHH2EYm65LvEOTzv,2.2,310.5,2006.0,young,small,big,ground source
Tt96xbsD2EAvIdMdv8KPK,4.7,154.1,2010.0,young,medium,small,ground source
Qp8FU1Q0vpEacsvEL_iTK,3.1,,1979.0,young,small,unknown,ground source
pPVMkn5XIZQSoZOGg81tP,3.0,80.5,1778.0,old,small,small,ground source
7qxuMPqBsoYnxOWbp9J1_,2.7,239.2,2008.0,young,small,medium,air source
aH6gzv_lvwAnFkptGKD,11.7,220.8,1994.0,young,big,medium,ground source
xyEec6MAOtsnGGHJmUOgc,1.8,338.1,2008.0,young,small,big,ground source
kx7JDeN8DfkAJWxbz_o7b,,357.65,2001.0,young,unknown,big,air source
Rs4VlNg5iM_b03AkbAKRe,,207.0,1982.0,young,unknown,medium,air source
gmVLQIY8kK_f4cd7e4N,14.0,178.25,1960.0,medium,big,small,ground source
ZZMQczZsUEcDx_42QJuWX,4.0,215.05,2004.0,young,small,medium,unknown
mUOkC15vCpc7_hZUY2zO0,3.0,195.5,,unknown,small,medium,unknown
kKh7_dxfbEwasmF6VvKPw,6.0,184.0,,unknown,medium,small,unknown
azSF0glVfpYArmaIKpp_O,2.5,130.0,1943.0,medium,small,small,air source
sOoVqe0WyScDwWR2hZoyc,1.57,138.0,2010.0,young,small,small,ground source
Cz5s_bYcpGga6Ad4_w54V,1.57,241.5,2010.0,young,small,medium,ground source
4ppHxXcJvPoc6P4is11vw,,212.75,,unknown,unknown,medium,unknown
GSyUXwNMWAQoFJwpTrf_J,3.2,253.0,,unknown,small,medium,unknown
G_ZB_qcTKEsxor_rmnbLO,1.71,156.4,,unknown,small,small,unknown
XQg1tIF7l5wta161_Nk3M,2.1,333.5,2008.0,young,small,big,air source
18YDF5_Xzb2Q5C0w11Y1q,4.95,264.5,2008.0,young,medium,medium,air source
Adw1Nzea_1cVNvXtQKcqv,2.8,128.8,1972.0,medium,small,small,air source
XET9jHftEdUjr2mvLmVUQ,1.9,279.45,2009.0,young,small,big,ground source
ENKZ_TcXOh6l95ojiVwSU,,279.45,2009.0,young,unknown,big,ground source
tgca7tRAcBUHM7wUSuiQW,,276.0,2009.0,young,unknown,big,unknown
7dkvEhA_sWgr88sEZJc0P,,241.5,2013.0,young,unknown,medium,unknown
inpNgcvAguYTGSelaD7iW,3.75,207.0,2005.0,young,small,medium,air source
hwXCJ1bSwvoFwSJV7xYI8,5.0,345.0,1997.0,young,medium,big,air source
6yQr2HsiclksaChNVcei0,,207.0,2011.0,young,unknown,medium,air source
x_1a__K_Gao9apIN_xmfz,,207.0,2011.0,young,unknown,medium,air source
cEBYmcaZ1msfgdtdtmOo7,4.5,,1929.0,medium,medium,unknown,ground source
ocH_h_tQOxoEdQJzmGNt8,,163.3,1967.0,medium,unknown,small,air source
x8Bqqwz_WIA4u1Dvi26n_,2.3,258.75,2005.0,young,small,medium,ground source
3lOhJprEMqoXS2CklTlUM,2.5,230.0,1951.0,medium,small,medium,air source
mliXe2KNaNkmKZMrrjX7f,3.7,287.5,1998.0,young,small,big,air source
Bu4uJ_ayRTUAR_Nx__eoZ,,276.0,1990.0,young,unknown,big,air source
TWE71LZgQRYEg8TQwcONv,,279.45,2009.0,young,unknown,big,ground source
